,movie_title,movie_id,summary_35
440,"Amityville Horror, The (1979)",441,A demonic force from Amityville haunts a family in California. It takes the form of their dead father and manipulates a little girl. A young priest tries to end the curse before the demon possesses her completely.
441,"Amityville Curse, The (1990)",442,"Marvin and Debbie buy the Amityville House to make profit, but supernatural occurrences begin to happen, and Debbie starts having terrifying nightmares. Are those visions connected to the brutal murder of the local priest years before, or are they a warning from beyond? Can the residents escape the Amityville curse?"
442,"Birds, The (1963)",443,"A wealthy socialite, Melanie, plays a prank on a lawyer, Mitch, who retaliates by inviting her to his family's home in Bodega Bay. Soon, the birds in the area begin to act strangely and attack people. Survival becomes the priority as they try to understand why the birds are attacking."
443,"Blob, The (1958)",444,"A giant blob from another planet wreaks havoc on a small town, but the locals refuse to believe the teenagers who have seen its destructive power. The blob continues to grow, causing chaos and destruction."
444,"Body Snatcher, The (1945)",445,"In 1831 Edinburgh, Dr. Wolfe MacFarlane runs a medical school and enlists the help of a local cabbie to supply him with dead bodies for research. His student, Donald Fettes, becomes aware of the unethical practice and must decide whether to speak out or stay silent."
445,Burnt Offerings (1976),446,"A family rents a grand mansion for the summer, but strange occurrences begin to happen. The family members exhibit unusual behavior, and the house seems to have a life of its own. As they investigate, they discover the secrets hidden behind the locked door of an elderly woman's bedroom."
446,Carrie (1976),447,"Carrie White is a social outcast due to her mother's religious fanaticism. Her only ally is her phys ed teacher, but an impromptu event leads to a revenge plot against Carrie. Despite this, a popular student feels sorry for her and asks her boyfriend to take Carrie to the prom, causing Carrie to use her newfound power with tragic results."
447,"Omen, The (1976)",448,"After a stillbirth, Robert and Katherine take a healthy newborn from a dead mother. They move to London but strange events and a priest's warnings suggest the child is evil. The Omen is a horror movie about the consequences of adopting a devilish child."
448,Star Trek: The Motion Picture (1979),449,"Admiral Kirk takes command of the USS Enterprise to intercept a massive alien spacecraft that has destroyed three powerful Klingon cruisers and the Epsilon IX space station. With a new crew and three years out of deep space, Kirk faces the daunting task of saving Earth."
449,Star Trek V: The Final Frontier (1989),450,"Captain Kirk and his crew face a renegade Vulcan, Sybok, who takes three ambassadors hostage on Nimbus III. The Enterprise is captured and taken on a journey to the center of the galaxy to find the Supreme Being. A thrilling adventure awaits as they encounter a Klingon captain and face dangerous challenges."
450,Grease (1978),451,"A classic musical about the romance between greaser Danny and Australian Sandy in 1950s California. Despite their different social circles, they fall in love. However, when they clash at school, they try to change themselves to be together. The story explores the themes of love, identity, and acceptance."
451,Jaws 2 (1978),452,"""Jaws 2"" is a thrilling sequel to the original movie. The peaceful Amity Island is once again threatened by a great white shark, causing beach goers to disappear. Brody suspects the worst and takes action to protect the island."
452,Jaws 3-D (1983),453,"Sea World Orlando faces a massive problem when a 35-foot-long Great White Shark enters the lagoon and starts wreaking havoc. Mike, Kathryn, Calvin, and Phillip must find a way to eliminate the shark before it harms anyone."
453,Bastard Out of Carolina (1996),454,"A poor mother and daughter in South Carolina face tough choices with pride. Anney sees her last chance in Glen, despite his mistreatment of Bone. Their relationship grows complicated, but they remain determined."
454,Jackie Chan's First Strike (1996),455,"Jackie, a cop, chases down an international spy who has escaped a sting operation. He travels across the world to capture the villain, encountering dangerous obstacles along the way."
455,Beverly Hills Ninja (1997),456,"A baby rescued by Ninja warriors is raised as one of their own but struggles to fit in. Haru's clumsy nature doesn't make him a worthy Ninja, but with perseverance and help from Gobei, he proves himself a winner in the end. The movie portrays a heartwarming story of acceptance and determination."
456,Free Willy 3: The Rescue (1997),457,"Willy the whale is in danger again from illegal whalers, but Jesse and his friends are on a mission to save him. Along the way, they teach a young boy the importance of protecting these magnificent creatures. The movie highlights the theme of conservation and respect for nature."
457,Nixon (1995),458,"Oliver Stone's ""Nixon"" explores the life of the former President, from his strict Quaker upbringing to his political career. Despite his lack of charisma, Nixon was a brilliant political operator who seized the opportunity to become President in 1968. However, his growing paranoia ultimately led to the Watergate scandal."
458,"Cry, the Beloved Country (1995)",459,"Apartheid-era South Africa sets the stage for a powerful story of two fathers, one black and one white, who are forced to confront their own prejudices and assumptions after a tragic event. As they come to understand each other's struggles, they also discover the true meaning of humanity."
459,"Crossing Guard, The (1995)",460,"A grieving father waits for six years to avenge his daughter's death by killing the man responsible. The guilty man tries to make peace with himself, finds love but the father's obsession towards him pushes him to the edge of sanity. The week ends with a collision course between both men."
460,Smoke (1995),461,"""Smoke"" is a thought-provoking movie that emphasizes on the importance of paying attention to the little details of life. It weaves multiple subplots and characters into a beautiful tapestry of stories and pictures. The movie teaches us that aesthetic satisfaction is just as important as reality."
